company_name,country,assets,price,sector,operating,debt_to_assets,age,date
adidas,germany,12417.0,82.91,consumer discretionary,6.08,15.08,64,2014-01-01T00:00:00.000Z
adidas,germany,12417.0,84.2,consumer discretionary,6.08,15.08,64,2014-02-01T00:00:00.000Z
adidas,germany,12417.0,78.49,consumer discretionary,6.08,15.08,64,2014-03-01T00:00:00.000Z
adidas,germany,12417.0,76.73,consumer discretionary,6.08,15.08,64,2014-04-01T00:00:00.000Z
adidas,germany,12417.0,78.71,consumer discretionary,6.08,15.08,64,2014-05-01T00:00:00.000Z
adidas,germany,12417.0,74.06,consumer discretionary,6.08,15.08,64,2014-06-01T00:00:00.000Z
adidas,germany,12417.0,59.33,consumer discretionary,6.08,15.08,64,2014-07-01T00:00:00.000Z
adidas,germany,12417.0,56.92,consumer discretionary,6.08,15.08,64,2014-08-01T00:00:00.000Z
adidas,germany,12417.0,58.98,consumer discretionary,6.08,15.08,64,2014-09-01T00:00:00.000Z
adidas,germany,12417.0,57.82,consumer discretionary,6.08,15.08,64,2014-10-01T00:00:00.000Z
adidas,germany,12417.0,63.592,consumer discretionary,6.08,15.08,64,2014-11-01T00:00:00.000Z
adidas,germany,12417.0,57.62,consumer discretionary,6.08,15.08,64,2014-12-01T00:00:00.000Z
adidas,germany,13343.0,61.04,consumer discretionary,6.26,13.71,65,2015-01-01T00:00:00.000Z
adidas,germany,13343.0,69.17,consumer discretionary,6.26,13.71,65,2015-02-01T00:00:00.000Z
adidas,germany,13343.0,73.522,consumer discretionary,6.26,13.71,65,2015-03-01T00:00:00.000Z
adidas,germany,13343.0,72.975,consumer discretionary,6.26,13.71,65,2015-04-01T00:00:00.000Z
adidas,germany,13343.0,71.45,consumer discretionary,6.26,13.71,65,2015-05-01T00:00:00.000Z
adidas,germany,13343.0,68.8,consumer discretionary,6.26,13.71,65,2015-06-01T00:00:00.000Z
adidas,germany,13343.0,74.21,consumer discretionary,6.26,13.71,65,2015-07-01T00:00:00.000Z
adidas,germany,13343.0,66.536,consumer discretionary,6.26,13.71,65,2015-08-01T00:00:00.000Z
adidas,germany,13343.0,71.849,consumer discretionary,6.26,13.71,65,2015-09-01T00:00:00.000Z
adidas,germany,13343.0,81.27,consumer discretionary,6.26,13.71,65,2015-10-01T00:00:00.000Z
adidas,germany,13343.0,91.262,consumer discretionary,6.26,13.71,65,2015-11-01T00:00:00.000Z
adidas,germany,13343.0,89.91,consumer discretionary,6.26,13.71,65,2015-12-01T00:00:00.000Z
adidas,germany,15176.0,94.952,consumer discretionary,7.73,10.66,66,2016-01-01T00:00:00.000Z
adidas,germany,15176.0,97.696,consumer discretionary,7.73,10.66,66,2016-02-01T00:00:00.000Z
adidas,germany,15176.0,102.451,consumer discretionary,7.73,10.66,66,2016-03-01T00:00:00.000Z
adidas,germany,15176.0,112.651,consumer discretionary,7.73,10.66,66,2016-04-01T00:00:00.000Z
adidas,germany,15176.0,114.927,consumer discretionary,7.73,10.66,66,2016-05-01T00:00:00.000Z
adidas,germany,15176.0,128.76,consumer discretionary,7.73,10.66,66,2016-06-01T00:00:00.000Z
adidas,germany,15176.0,146.981,consumer discretionary,7.73,10.66,66,2016-07-01T00:00:00.000Z
adidas,germany,15176.0,148.56,consumer discretionary,7.73,10.66,66,2016-08-01T00:00:00.000Z
adidas,germany,15176.0,154.41,consumer discretionary,7.73,10.66,66,2016-09-01T00:00:00.000Z
adidas,germany,15176.0,149.3,consumer discretionary,7.73,10.66,66,2016-10-01T00:00:00.000Z
adidas,germany,15176.0,138.461,consumer discretionary,7.73,10.66,66,2016-11-01T00:00:00.000Z
adidas,germany,15176.0,150.15,consumer discretionary,7.73,10.66,66,2016-12-01T00:00:00.000Z
adidas,germany,14019.0,146.4,consumer discretionary,9.76,8.23,67,2017-01-01T00:00:00.000Z
adidas,germany,14019.0,157.863,consumer discretionary,9.76,8.23,67,2017-02-01T00:00:00.000Z
adidas,germany,14019.0,178.257,consumer discretionary,9.76,8.23,67,2017-03-01T00:00:00.000Z
adidas,germany,14019.0,183.716,consumer discretionary,9.76,8.23,67,2017-04-01T00:00:00.000Z
adidas,germany,14019.0,170.195,consumer discretionary,9.76,8.23,67,2017-05-01T00:00:00.000Z
adidas,germany,14019.0,168.293,consumer discretionary,9.76,8.23,67,2017-06-01T00:00:00.000Z
adidas,germany,14019.0,192.766,consumer discretionary,9.76,8.23,67,2017-07-01T00:00:00.000Z
adidas,germany,14019.0,188.336,consumer discretionary,9.76,8.23,67,2017-08-01T00:00:00.000Z
adidas,germany,14019.0,191.373,consumer discretionary,9.76,8.23,67,2017-09-01T00:00:00.000Z
adidas,germany,14019.0,191.49,consumer discretionary,9.76,8.23,67,2017-10-01T00:00:00.000Z
adidas,germany,14019.0,175.717,consumer discretionary,9.76,8.23,67,2017-11-01T00:00:00.000Z
adidas,germany,14019.0,167.15,consumer discretionary,9.76,8.23,67,2017-12-01T00:00:00.000Z
adidas,germany,15612.0,186.95,consumer discretionary,10.81,10.4,68,2018-01-01T00:00:00.000Z
adidas,germany,15612.0,181.7,consumer discretionary,10.81,10.4,68,2018-02-01T00:00:00.000Z
adidas,germany,15612.0,198.1,consumer discretionary,10.81,10.4,68,2018-03-01T00:00:00.000Z
adidas,germany,15612.0,203.2,consumer discretionary,10.81,10.4,68,2018-04-01T00:00:00.000Z
adidas,germany,15612.0,194.15,consumer discretionary,10.81,10.4,68,2018-05-01T00:00:00.000Z
adidas,germany,15612.0,186.7,consumer discretionary,10.81,10.4,68,2018-06-01T00:00:00.000Z
adidas,germany,15612.0,188.75,consumer discretionary,10.81,10.4,68,2018-07-01T00:00:00.000Z
adidas,germany,15612.0,214.5,consumer discretionary,10.81,10.4,68,2018-08-01T00:00:00.000Z
adidas,germany,15612.0,210.0,consumer discretionary,10.81,10.4,68,2018-09-01T00:00:00.000Z
adidas,germany,15612.0,207.5,consumer discretionary,10.81,10.4,68,2018-10-01T00:00:00.000Z
adidas,germany,15612.0,195.45,consumer discretionary,10.81,10.4,68,2018-11-01T00:00:00.000Z
adidas,germany,15612.0,182.4,consumer discretionary,10.81,10.4,68,2018-12-01T00:00:00.000Z
allianz,germany,805787.0,123.95,financials,9.88,2.51,124,2014-01-01T00:00:00.000Z
allianz,germany,805787.0,128.75,financials,9.88,2.51,124,2014-02-01T00:00:00.000Z
allianz,germany,805787.0,123.05,financials,9.88,2.51,124,2014-03-01T00:00:00.000Z
allianz,germany,805787.0,124.95,financials,9.88,2.51,124,2014-04-01T00:00:00.000Z
allianz,germany,805787.0,124.37,financials,9.88,2.51,124,2014-05-01T00:00:00.000Z
allianz,germany,805787.0,122.02,financials,9.88,2.51,124,2014-06-01T00:00:00.000Z
allianz,germany,805787.0,123.87,financials,9.88,2.51,124,2014-07-01T00:00:00.000Z
allianz,germany,805787.0,129.62,financials,9.88,2.51,124,2014-08-01T00:00:00.000Z
allianz,germany,805787.0,128.35,financials,9.88,2.51,124,2014-09-01T00:00:00.000Z
allianz,germany,805787.0,126.5,financials,9.88,2.51,124,2014-10-01T00:00:00.000Z
allianz,germany,805787.0,137.795,financials,9.88,2.51,124,2014-11-01T00:00:00.000Z
allianz,germany,805787.0,137.35,financials,9.88,2.51,124,2014-12-01T00:00:00.000Z
allianz,germany,848942.0,146.42,financials,10.33,2.43,125,2015-01-01T00:00:00.000Z
allianz,germany,848942.0,149.023,financials,10.33,2.43,125,2015-02-01T00:00:00.000Z
allianz,germany,848942.0,161.596,financials,10.33,2.43,125,2015-03-01T00:00:00.000Z
allianz,germany,848942.0,152.495,financials,10.33,2.43,125,2015-04-01T00:00:00.000Z
allianz,germany,848942.0,143.083,financials,10.33,2.43,125,2015-05-01T00:00:00.000Z
allianz,germany,848942.0,140.034,financials,10.33,2.43,125,2015-06-01T00:00:00.000Z
allianz,germany,848942.0,148.702,financials,10.33,2.43,125,2015-07-01T00:00:00.000Z
allianz,germany,848942.0,141.819,financials,10.33,2.43,125,2015-08-01T00:00:00.000Z
allianz,germany,848942.0,140.29,financials,10.33,2.43,125,2015-09-01T00:00:00.000Z
allianz,germany,848942.0,158.95,financials,10.33,2.43,125,2015-10-01T00:00:00.000Z
allianz,germany,848942.0,167.529,financials,10.33,2.43,125,2015-11-01T00:00:00.000Z
allianz,germany,848942.0,163.55,financials,10.33,2.43,125,2015-12-01T00:00:00.000Z
allianz,germany,883809.0,149.066,financials,10.79,2.95,126,2016-01-01T00:00:00.000Z
allianz,germany,883809.0,136.513,financials,10.79,2.95,126,2016-02-01T00:00:00.000Z
allianz,germany,883809.0,143.1,financials,10.79,2.95,126,2016-03-01T00:00:00.000Z
allianz,germany,883809.0,149.389,financials,10.79,2.95,126,2016-04-01T00:00:00.000Z
allianz,germany,883809.0,146.152,financials,10.79,2.95,126,2016-05-01T00:00:00.000Z
allianz,germany,883809.0,129.263,financials,10.79,2.95,126,2016-06-01T00:00:00.000Z
allianz,germany,883809.0,128.188,financials,10.79,2.95,126,2016-07-01T00:00:00.000Z
allianz,germany,883809.0,133.16,financials,10.79,2.95,126,2016-08-01T00:00:00.000Z
allianz,germany,883809.0,131.66,financials,10.79,2.95,126,2016-09-01T00:00:00.000Z
allianz,germany,883809.0,141.913,financials,10.79,2.95,126,2016-10-01T00:00:00.000Z
allianz,germany,883809.0,149.849,financials,10.79,2.95,126,2016-11-01T00:00:00.000Z
allianz,germany,883809.0,157.0,financials,10.79,2.95,126,2016-12-01T00:00:00.000Z
allianz,germany,901300.0,157.701,financials,10.79,3.07,127,2017-01-01T00:00:00.000Z
allianz,germany,901300.0,163.94,financials,10.52,3.07,127,2017-02-01T00:00:00.000Z
allianz,germany,901300.0,173.33,financials,10.52,3.07,127,2017-03-01T00:00:00.000Z
allianz,germany,901300.0,175.15,financials,10.52,3.07,127,2017-04-01T00:00:00.000Z
allianz,germany,901300.0,171.629,financials,10.52,3.07,127,2017-05-01T00:00:00.000Z
allianz,germany,901300.0,173.173,financials,10.52,3.07,127,2017-06-01T00:00:00.000Z
allianz,germany,901300.0,179.873,financials,10.52,3.07,127,2017-07-01T00:00:00.000Z
allianz,germany,901300.0,179.702,financials,10.52,3.07,127,2017-08-01T00:00:00.000Z
allianz,germany,901300.0,189.355,financials,10.52,3.07,127,2017-09-01T00:00:00.000Z
allianz,germany,901300.0,200.13,financials,10.52,3.07,127,2017-10-01T00:00:00.000Z
allianz,germany,901300.0,198.746,financials,10.52,3.07,127,2017-11-01T00:00:00.000Z
allianz,germany,901300.0,191.5,financials,10.52,3.07,127,2017-12-01T00:00:00.000Z
allianz,germany,897567.0,203.8,financials,11.11,4.11,128,2018-01-01T00:00:00.000Z
allianz,germany,897567.0,191.06,financials,11.11,4.11,128,2018-02-01T00:00:00.000Z
allianz,germany,897567.0,184.16,financials,11.11,4.11,128,2018-03-01T00:00:00.000Z
allianz,germany,897567.0,196.04,financials,11.11,4.11,128,2018-04-01T00:00:00.000Z
allianz,germany,897567.0,176.26,financials,11.11,4.11,128,2018-05-01T00:00:00.000Z
allianz,germany,897567.0,176.3,financials,11.11,4.11,128,2018-06-01T00:00:00.000Z
allianz,germany,897567.0,188.6,financials,11.11,4.11,128,2018-07-01T00:00:00.000Z
allianz,germany,897567.0,183.52,financials,11.11,4.11,128,2018-08-01T00:00:00.000Z
allianz,germany,897567.0,191.56,financials,11.11,4.11,128,2018-09-01T00:00:00.000Z
allianz,germany,897567.0,184.32,financials,11.11,4.11,128,2018-10-01T00:00:00.000Z
allianz,germany,897567.0,187.1,financials,11.11,4.11,128,2018-11-01T00:00:00.000Z
allianz,germany,897567.0,175.14,financials,11.11,4.11,128,2018-12-01T00:00:00.000Z
basf,germany,71359.0,79.34,energy and materials,9.97,21.56,149,2014-01-01T00:00:00.000Z
basf,germany,71359.0,82.1,energy and materials,9.97,21.56,149,2014-02-01T00:00:00.000Z
basf,germany,71359.0,80.48,energy and materials,9.97,21.56,149,2014-03-01T00:00:00.000Z
basf,germany,71359.0,83.52,energy and materials,9.97,21.56,149,2014-04-01T00:00:00.000Z
basf,germany,71359.0,84.44,energy and materials,9.97,21.56,149,2014-05-01T00:00:00.000Z
basf,germany,71359.0,84.94,energy and materials,9.97,21.56,149,2014-06-01T00:00:00.000Z
basf,germany,71359.0,77.0,energy and materials,9.97,21.56,149,2014-07-01T00:00:00.000Z
basf,germany,71359.0,78.08,energy and materials,9.97,21.56,149,2014-08-01T00:00:00.000Z
basf,germany,71359.0,72.54,energy and materials,9.97,21.56,149,2014-09-01T00:00:00.000Z
basf,germany,71359.0,70.092,energy and materials,9.97,21.56,149,2014-10-01T00:00:00.000Z
basf,germany,71359.0,72.695,energy and materials,9.97,21.56,149,2014-11-01T00:00:00.000Z
basf,germany,71359.0,69.88,energy and materials,9.97,21.56,149,2014-12-01T00:00:00.000Z
basf,germany,70836.0,79.4,energy and materials,8.97,21.45,150,2015-01-01T00:00:00.000Z
basf,germany,70836.0,85.369,energy and materials,8.97,21.45,150,2015-02-01T00:00:00.000Z
basf,germany,70836.0,92.363,energy and materials,8.97,21.45,150,2015-03-01T00:00:00.000Z
basf,germany,70836.0,88.83,energy and materials,8.97,21.45,150,2015-04-01T00:00:00.000Z
basf,germany,70836.0,84.35,energy and materials,8.97,21.45,150,2015-05-01T00:00:00.000Z
basf,germany,70836.0,79.25,energy and materials,8.97,21.45,150,2015-06-01T00:00:00.000Z
basf,germany,70836.0,78.67,energy and materials,8.97,21.45,150,2015-07-01T00:00:00.000Z
basf,germany,70836.0,71.612,energy and materials,8.97,21.45,150,2015-08-01T00:00:00.000Z
basf,germany,70836.0,68.588,energy and materials,8.97,21.45,150,2015-09-01T00:00:00.000Z
basf,germany,70836.0,74.284,energy and materials,8.97,21.45,150,2015-10-01T00:00:00.000Z
basf,germany,70836.0,78.263,energy and materials,8.97,21.45,150,2015-11-01T00:00:00.000Z
basf,germany,70836.0,70.72,energy and materials,8.97,21.45,150,2015-12-01T00:00:00.000Z
basf,germany,76496.0,61.502,energy and materials,11.17,21.32,151,2016-01-01T00:00:00.000Z
basf,germany,76496.0,59.77,energy and materials,11.17,21.32,151,2016-02-01T00:00:00.000Z
basf,germany,76496.0,66.162,energy and materials,11.17,21.32,151,2016-03-01T00:00:00.000Z
basf,germany,76496.0,71.901,energy and materials,11.17,21.32,151,2016-04-01T00:00:00.000Z
basf,germany,76496.0,69.493,energy and materials,11.17,21.32,151,2016-05-01T00:00:00.000Z
basf,germany,76496.0,69.08,energy and materials,11.17,21.32,151,2016-06-01T00:00:00.000Z
basf,germany,76496.0,69.917,energy and materials,11.17,21.32,151,2016-07-01T00:00:00.000Z
basf,germany,76496.0,72.613,energy and materials,11.17,21.32,151,2016-08-01T00:00:00.000Z
basf,germany,76496.0,75.776,energy and materials,11.17,21.32,151,2016-09-01T00:00:00.000Z
basf,germany,76496.0,80.283,energy and materials,11.17,21.32,151,2016-10-01T00:00:00.000Z
basf,germany,76496.0,80.94,energy and materials,11.17,21.32,151,2016-11-01T00:00:00.000Z
basf,germany,76496.0,88.31,energy and materials,11.17,21.32,151,2016-12-01T00:00:00.000Z
basf,germany,78768.0,89.184,energy and materials,11.82,22.89,152,2017-01-01T00:00:00.000Z
basf,germany,78768.0,87.809,energy and materials,11.82,22.89,152,2017-02-01T00:00:00.000Z
basf,germany,78768.0,92.813,energy and materials,11.82,22.89,152,2017-03-01T00:00:00.000Z
basf,germany,78768.0,89.839,energy and materials,11.82,22.89,152,2017-04-01T00:00:00.000Z
basf,germany,78768.0,84.0,energy and materials,11.82,22.89,152,2017-05-01T00:00:00.000Z
basf,germany,78768.0,81.72,energy and materials,11.82,22.89,152,2017-06-01T00:00:00.000Z
basf,germany,78768.0,80.6,energy and materials,11.82,22.89,152,2017-07-01T00:00:00.000Z
basf,germany,78768.0,81.5,energy and materials,11.82,22.89,152,2017-08-01T00:00:00.000Z
basf,germany,78768.0,89.74,energy and materials,11.82,22.89,152,2017-09-01T00:00:00.000Z
basf,germany,78768.0,94.05,energy and materials,11.82,22.89,152,2017-10-01T00:00:00.000Z
basf,germany,78768.0,94.281,energy and materials,11.82,22.89,152,2017-11-01T00:00:00.000Z
basf,germany,78768.0,91.74,energy and materials,11.82,22.89,152,2017-12-01T00:00:00.000Z
basf,germany,86556.0,94.09,energy and materials,8.86,24.08,153,2018-01-01T00:00:00.000Z
basf,germany,86556.0,86.08,energy and materials,8.86,24.08,153,2018-02-01T00:00:00.000Z
basf,germany,86556.0,82.51,energy and materials,8.86,24.08,153,2018-03-01T00:00:00.000Z
basf,germany,86556.0,86.28,energy and materials,8.86,24.08,153,2018-04-01T00:00:00.000Z
basf,germany,86556.0,84.62,energy and materials,8.86,24.08,153,2018-05-01T00:00:00.000Z
basf,germany,86556.0,81.73,energy and materials,8.86,24.08,153,2018-06-01T00:00:00.000Z
basf,germany,86556.0,82.08,energy and materials,8.86,24.08,153,2018-07-01T00:00:00.000Z
basf,germany,86556.0,79.64,energy and materials,8.86,24.08,153,2018-08-01T00:00:00.000Z
basf,germany,86556.0,76.44,energy and materials,8.86,24.08,153,2018-09-01T00:00:00.000Z
basf,germany,86556.0,68.2,energy and materials,8.86,24.08,153,2018-10-01T00:00:00.000Z
basf,germany,86556.0,64.5,energy and materials,8.86,24.08,153,2018-11-01T00:00:00.000Z
basf,germany,86556.0,60.4,energy and materials,8.86,24.08,153,2018-12-01T00:00:00.000Z
beiersdorf,germany,6330.0,73.264,consumer staples,12.79,1.79,132,2014-01-01T00:00:00.000Z
beiersdorf,germany,6330.0,73.65,consumer staples,12.79,1.79,132,2014-02-01T00:00:00.000Z
beiersdorf,germany,6330.0,70.88,consumer staples,12.79,1.79,132,2014-03-01T00:00:00.000Z
beiersdorf,germany,6330.0,72.14,consumer staples,12.79,1.79,132,2014-04-01T00:00:00.000Z
beiersdorf,germany,6330.0,74.1,consumer staples,12.79,1.79,132,2014-05-01T00:00:00.000Z
beiersdorf,germany,6330.0,70.54,consumer staples,12.79,1.79,132,2014-06-01T00:00:00.000Z
beiersdorf,germany,6330.0,67.4,consumer staples,12.79,1.79,132,2014-07-01T00:00:00.000Z
beiersdorf,germany,6330.0,66.97,consumer staples,12.79,1.79,132,2014-08-01T00:00:00.000Z
beiersdorf,germany,6330.0,66.08,consumer staples,12.79,1.79,132,2014-09-01T00:00:00.000Z
beiersdorf,germany,6330.0,64.55,consumer staples,12.79,1.79,132,2014-10-01T00:00:00.000Z
beiersdorf,germany,6330.0,71.213,consumer staples,12.79,1.79,132,2014-11-01T00:00:00.000Z
beiersdorf,germany,6330.0,67.42,consumer staples,12.79,1.79,132,2014-12-01T00:00:00.000Z
beiersdorf,germany,6873.0,77.518,consumer staples,14.61,1.4,133,2015-01-01T00:00:00.000Z
beiersdorf,germany,6873.0,77.392,consumer staples,14.61,1.4,133,2015-02-01T00:00:00.000Z
beiersdorf,germany,6873.0,81.45,consumer staples,14.61,1.4,133,2015-03-01T00:00:00.000Z
beiersdorf,germany,6873.0,77.367,consumer staples,14.61,1.4,133,2015-04-01T00:00:00.000Z
beiersdorf,germany,6873.0,82.43,consumer staples,14.61,1.4,133,2015-05-01T00:00:00.000Z
beiersdorf,germany,6873.0,75.23,consumer staples,14.61,1.4,133,2015-06-01T00:00:00.000Z
beiersdorf,germany,6873.0,77.619,consumer staples,14.61,1.4,133,2015-07-01T00:00:00.000Z
beiersdorf,germany,6873.0,73.66,consumer staples,14.61,1.4,133,2015-08-01T00:00:00.000Z
beiersdorf,germany,6873.0,79.032,consumer staples,14.61,1.4,133,2015-09-01T00:00:00.000Z
beiersdorf,germany,6873.0,86.2,consumer staples,14.61,1.4,133,2015-10-01T00:00:00.000Z
beiersdorf,germany,6873.0,88.063,consumer staples,14.61,1.4,133,2015-11-01T00:00:00.000Z
beiersdorf,germany,6873.0,84.16,consumer staples,14.61,1.4,133,2015-12-01T00:00:00.000Z
beiersdorf,germany,7573.0,84.78,consumer staples,15.14,0.78,134,2016-01-01T00:00:00.000Z
beiersdorf,germany,7573.0,79.7,consumer staples,15.14,0.78,134,2016-02-01T00:00:00.000Z
beiersdorf,germany,7573.0,79.463,consumer staples,15.14,0.78,134,2016-03-01T00:00:00.000Z
beiersdorf,germany,7573.0,78.38,consumer staples,15.14,0.78,134,2016-04-01T00:00:00.000Z
beiersdorf,germany,7573.0,81.548,consumer staples,15.14,0.78,134,2016-05-01T00:00:00.000Z
beiersdorf,germany,7573.0,85.11,consumer staples,15.14,0.78,134,2016-06-01T00:00:00.000Z
beiersdorf,germany,7573.0,84.019,consumer staples,15.14,0.78,134,2016-07-01T00:00:00.000Z
beiersdorf,germany,7573.0,82.13,consumer staples,15.14,0.78,134,2016-08-01T00:00:00.000Z
beiersdorf,germany,7573.0,83.933,consumer staples,15.14,0.78,134,2016-09-01T00:00:00.000Z
beiersdorf,germany,7573.0,80.035,consumer staples,15.14,0.78,134,2016-10-01T00:00:00.000Z
beiersdorf,germany,7573.0,77.01,consumer staples,15.14,0.78,134,2016-11-01T00:00:00.000Z
beiersdorf,germany,7573.0,80.6,consumer staples,15.14,0.78,134,2016-12-01T00:00:00.000Z
beiersdorf,germany,8205.0,82.001,consumer staples,15.49,0.79,135,2017-01-01T00:00:00.000Z
beiersdorf,germany,8205.0,85.83,consumer staples,15.49,0.79,135,2017-02-01T00:00:00.000Z
beiersdorf,germany,8205.0,88.656,consumer staples,15.49,0.79,135,2017-03-01T00:00:00.000Z
beiersdorf,germany,8205.0,91.158,consumer staples,15.49,0.79,135,2017-04-01T00:00:00.000Z
beiersdorf,germany,8205.0,95.501,consumer staples,15.49,0.79,135,2017-05-01T00:00:00.000Z
beiersdorf,germany,8205.0,92.524,consumer staples,15.49,0.79,135,2017-06-01T00:00:00.000Z
beiersdorf,germany,8205.0,92.501,consumer staples,15.49,0.79,135,2017-07-01T00:00:00.000Z
beiersdorf,germany,8205.0,89.578,consumer staples,15.49,0.79,135,2017-08-01T00:00:00.000Z
beiersdorf,germany,8205.0,91.204,consumer staples,15.49,0.79,135,2017-09-01T00:00:00.000Z
beiersdorf,germany,8205.0,96.16,consumer staples,15.49,0.79,135,2017-10-01T00:00:00.000Z
beiersdorf,germany,8205.0,99.994,consumer staples,15.49,0.79,135,2017-11-01T00:00:00.000Z
beiersdorf,germany,8205.0,97.9,consumer staples,15.49,0.79,135,2017-12-01T00:00:00.000Z
beiersdorf,germany,8871.0,95.46,consumer staples,15.21,0.76,136,2018-01-01T00:00:00.000Z
beiersdorf,germany,8871.0,89.56,consumer staples,15.21,0.76,136,2018-02-01T00:00:00.000Z
beiersdorf,germany,8871.0,91.9,consumer staples,15.21,0.76,136,2018-03-01T00:00:00.000Z
beiersdorf,germany,8871.0,93.34,consumer staples,15.21,0.76,136,2018-04-01T00:00:00.000Z
beiersdorf,germany,8871.0,97.42,consumer staples,15.21,0.76,136,2018-05-01T00:00:00.000Z
beiersdorf,germany,8871.0,96.92,consumer staples,15.21,0.76,136,2018-06-01T00:00:00.000Z
beiersdorf,germany,8871.0,99.46,consumer staples,15.21,0.76,136,2018-07-01T00:00:00.000Z
beiersdorf,germany,8871.0,100.05,consumer staples,15.21,0.76,136,2018-08-01T00:00:00.000Z
beiersdorf,germany,8871.0,96.84,consumer staples,15.21,0.76,136,2018-09-01T00:00:00.000Z
beiersdorf,germany,8871.0,91.16,consumer staples,15.21,0.76,136,2018-10-01T00:00:00.000Z
beiersdorf,germany,8871.0,94.64,consumer staples,15.21,0.76,136,2018-11-01T00:00:00.000Z
beiersdorf,germany,8871.0,91.16,consumer staples,15.21,0.76,136,2018-12-01T00:00:00.000Z
bmw,germany,138377.0,80.46,industrials,11.37,50.07,97,2014-01-01T00:00:00.000Z
bmw,germany,138377.0,83.77,industrials,11.37,50.07,97,2014-02-01T00:00:00.000Z
bmw,germany,138377.0,91.49,industrials,11.37,50.07,97,2014-03-01T00:00:00.000Z
bmw,germany,138377.0,90.31,industrials,11.37,50.07,97,2014-04-01T00:00:00.000Z
bmw,germany,138377.0,92.1,industrials,11.37,50.07,97,2014-05-01T00:00:00.000Z
bmw,germany,138377.0,92.49,industrials,11.37,50.07,97,2014-06-01T00:00:00.000Z
bmw,germany,138377.0,88.74,industrials,11.37,50.07,97,2014-07-01T00:00:00.000Z
bmw,germany,138377.0,88.69,industrials,11.37,50.07,97,2014-08-01T00:00:00.000Z
bmw,germany,138377.0,86.1,industrials,11.37,50.07,97,2014-09-01T00:00:00.000Z
bmw,germany,138377.0,85.35,industrials,11.37,50.07,97,2014-10-01T00:00:00.000Z
bmw,germany,138377.0,91.65,industrials,11.37,50.07,97,2014-11-01T00:00:00.000Z
bmw,germany,138377.0,89.77,industrials,11.37,50.07,97,2014-12-01T00:00:00.000Z
bmw,germany,154803.0,103.012,industrials,10.39,50.61,98,2015-01-01T00:00:00.000Z
bmw,germany,154803.0,112.623,industrials,10.39,50.61,98,2015-02-01T00:00:00.000Z
bmw,germany,154803.0,115.728,industrials,10.39,50.61,98,2015-03-01T00:00:00.000Z
bmw,germany,154803.0,105.26,industrials,10.39,50.61,98,2015-04-01T00:00:00.000Z
bmw,germany,154803.0,100.762,industrials,10.39,50.61,98,2015-05-01T00:00:00.000Z
bmw,germany,154803.0,98.512,industrials,10.39,50.61,98,2015-06-01T00:00:00.000Z
bmw,germany,154803.0,91.112,industrials,10.39,50.61,98,2015-07-01T00:00:00.000Z
bmw,germany,154803.0,82.135,industrials,10.39,50.61,98,2015-08-01T00:00:00.000Z
bmw,germany,154803.0,79.05,industrials,10.39,50.61,98,2015-09-01T00:00:00.000Z
bmw,germany,154803.0,93.093,industrials,10.39,50.61,98,2015-10-01T00:00:00.000Z
bmw,germany,154803.0,103.082,industrials,10.39,50.61,98,2015-11-01T00:00:00.000Z
bmw,germany,154803.0,97.63,industrials,10.39,50.61,98,2015-12-01T00:00:00.000Z
bmw,germany,172174.0,77.234,industrials,9.95,50.07,99,2016-01-01T00:00:00.000Z
bmw,germany,172174.0,74.463,industrials,9.95,50.07,99,2016-02-01T00:00:00.000Z
bmw,germany,172174.0,80.713,industrials,9.95,50.07,99,2016-03-01T00:00:00.000Z
bmw,germany,172174.0,80.9,industrials,9.95,50.07,99,2016-04-01T00:00:00.000Z
bmw,germany,172174.0,75.457,industrials,9.95,50.07,99,2016-05-01T00:00:00.000Z
bmw,germany,172174.0,66.113,industrials,9.95,50.07,99,2016-06-01T00:00:00.000Z
bmw,germany,172174.0,76.953,industrials,9.95,50.07,99,2016-07-01T00:00:00.000Z
bmw,germany,172174.0,77.83,industrials,9.95,50.07,99,2016-08-01T00:00:00.000Z
bmw,germany,172174.0,74.75,industrials,9.95,50.07,99,2016-09-01T00:00:00.000Z
bmw,germany,172174.0,79.402,industrials,9.95,50.07,99,2016-10-01T00:00:00.000Z
bmw,germany,172174.0,80.217,industrials,9.95,50.07,99,2016-11-01T00:00:00.000Z
bmw,germany,172174.0,88.75,industrials,9.95,50.07,99,2016-12-01T00:00:00.000Z
bmw,germany,188535.0,84.408,industrials,10.04,47.85,100,2017-01-01T00:00:00.000Z
bmw,germany,188535.0,84.222,industrials,10.04,47.85,100,2017-02-01T00:00:00.000Z
bmw,germany,188535.0,85.513,industrials,10.04,47.85,100,2017-03-01T00:00:00.000Z
bmw,germany,188535.0,87.55,industrials,10.04,47.85,100,2017-04-01T00:00:00.000Z
bmw,germany,188535.0,83.488,industrials,10.04,47.85,100,2017-05-01T00:00:00.000Z
bmw,germany,188535.0,81.542,industrials,10.04,47.85,100,2017-06-01T00:00:00.000Z
bmw,germany,188535.0,77.354,industrials,10.04,47.85,100,2017-07-01T00:00:00.000Z
bmw,germany,188535.0,78.1,industrials,10.04,47.85,100,2017-08-01T00:00:00.000Z
bmw,germany,188535.0,85.59,industrials,10.04,47.85,100,2017-09-01T00:00:00.000Z
